cell #, vertex #, lat, lon
094, 01, 31.976704, -116.845596
094, 02, 31.976704, -116.878835
094, 03, 31.939923, -116.878835
094, 04, 31.939923, -116.845596
094, 05, 31.976704, -116.845596
095, 01, 32.013470, -116.845596
095, 02, 32.013470, -116.878835
095, 03, 31.976704, -116.878835
095, 04, 31.976704, -116.845596
095, 05, 32.013470, -116.845596
096, 01, 32.013470, -116.878835
096, 02, 32.013470, -116.912075
096, 03, 31.976704, -116.912075
096, 04, 31.976704, -116.878835
096, 05, 32.013470, -116.878835
097, 01, 32.050222, -116.878835
097, 02, 32.050222, -116.912075
097, 03, 32.013470, -116.912075
097, 04, 32.013470, -116.878835
097, 05, 32.050222, -116.878835
098, 01, 32.086959, -116.878835
098, 02, 32.086959, -116.912075
098, 03, 32.050222, -116.912075
098, 04, 32.050222, -116.878835
098, 05, 32.086959, -116.878835
099, 01, 32.123682, -116.878835
099, 02, 32.123682, -116.912075
099, 03, 32.086959, -116.912075
099, 04, 32.086959, -116.878835
099, 05, 32.123682, -116.878835
100, 01, 32.160389, -116.878835
100, 02, 32.160389, -116.912075
100, 03, 32.123682, -116.912075
100, 04, 32.123682, -116.878835
100, 05, 32.160389, -116.878835
101, 01, 32.160389, -116.912075
101, 02, 32.160389, -116.945315
101, 03, 32.123682, -116.945315
101, 04, 32.123682, -116.912075
101, 05, 32.160389, -116.912075
102, 01, 32.197082, -116.912075
102, 02, 32.197082, -116.945315
102, 03, 32.160389, -116.945315
102, 04, 32.160389, -116.912075
102, 05, 32.197082, -116.912075
103, 01, 32.233760, -116.912075
103, 02, 32.233760, -116.945315
103, 03, 32.197082, -116.945315
103, 04, 32.197082, -116.912075
103, 05, 32.233760, -116.912075
104, 01, 32.233760, -116.945315
104, 02, 32.233760, -116.978554
104, 03, 32.197082, -116.978554
104, 04, 32.197082, -116.945315
104, 05, 32.233760, -116.945315
105, 01, 32.233760, -116.978554
105, 02, 32.233760, -117.011794
105, 03, 32.197082, -117.011794
105, 04, 32.197082, -116.978554
105, 05, 32.233760, -116.978554
106, 01, 32.270423, -116.978554
106, 02, 32.270423, -117.011794
106, 03, 32.233760, -117.011794
106, 04, 32.233760, -116.978554
106, 05, 32.270423, -116.978554
107, 01, 32.270423, -117.011794
107, 02, 32.270423, -117.045033
107, 03, 32.233760, -117.045033
107, 04, 32.233760, -117.011794
107, 05, 32.270423, -117.011794
108, 01, 32.270423, -117.045033
108, 02, 32.270423, -117.078273
108, 03, 32.233760, -117.078273
108, 04, 32.233760, -117.045033
108, 05, 32.270423, -117.045033
109, 01, 32.307071, -117.045033
109, 02, 32.307071, -117.078273
109, 03, 32.270423, -117.078273
109, 04, 32.270423, -117.045033
109, 05, 32.307071, -117.045033
110, 01, 32.343705, -117.045033
110, 02, 32.343705, -117.078273
110, 03, 32.307071, -117.078273
110, 04, 32.307071, -117.045033
110, 05, 32.343705, -117.045033
111, 01, 32.343705, -117.078273
111, 02, 32.343705, -117.111513
111, 03, 32.307071, -117.111513
111, 04, 32.307071, -117.078273
111, 05, 32.343705, -117.078273
112, 01, 32.380324, -117.078273
112, 02, 32.380324, -117.111513
112, 03, 32.343705, -117.111513
112, 04, 32.343705, -117.078273
112, 05, 32.380324, -117.078273
113, 01, 32.416928, -117.078273
113, 02, 32.416928, -117.111513
113, 03, 32.380324, -117.111513
113, 04, 32.380324, -117.078273
113, 05, 32.416928, -117.078273
114, 01, 32.416928, -117.111513
